,0
5_10_1,0.45474712292339653
21_10_1,0.2611695785883079
37_10_1,0.286646750091812
52_10_1,0.23355595526658274
67_10_1,0.46921940393481293
79_10_1,0.19397512753291912
95_10_1,0.42427816954384623
111_10_1,0.4358835467825892
124_10_1,0.29582052648460244
142_10_1,0.34573998104199266
163_10_1,0.355104877316374
178_10_1,0.21426361893719778
193_10_1,0.4102273109090155
215_10_1,0.43712543943094306
232_10_1,0.26114089706027527
251_10_1,0.3614187426883743
263_10_1,0.4819967711769886
292_10_1,0.4887099046034417
309_10_1,0.5832522393452785
326_10_1,0.6741325184845832
349_10_1,0.5178990454361104
366_10_1,0.641251491598248
382_10_1,0.44458358928770597
395_10_1,0.2795898136255845
413_10_1,0.3152013750776617
434_10_1,0.2548497787481137
454_10_1,0.406348184912514
467_10_1,0.32219602928838037
483_10_1,0.29496748404341894
508_10_1,0.45525076439515694
527_10_1,0.44011577759515136
541_10_1,0.40015454650589466
565_10_1,0.3870131747881458
579_10_1,0.3910825780005887
597_10_1,0.2942498046176555
622_10_1,0.37046379385927053
639_10_1,0.33488533447818497
659_10_1,0.3420385882885957
677_10_1,0.4399538552013943
695_10_1,0.23042340300103256
707_10_1,0.3617980232445477
725_10_1,0.44438238513125633
742_10_1,0.4322422361198846
757_10_1,0.2368284673532822
775_10_1,0.24979139158901606
788_10_1,0.2215958954178138
813_10_1,0.414341141622289
826_10_1,0.26959145837661447
850_10_1,0.30018068057815417
865_10_1,0.37248440722631543
881_10_1,0.23385927011034524
902_10_1,0.2912336295235423
914_10_1,0.3227464800148015
940_10_1,0.30067142161374544
953_10_1,0.24897824705407207
972_10_1,0.3128004854231464
996_10_1,0.2944086245584302
1010_10_1,0.2765502338793815
1027_10_1,0.24389907650841897
1049_10_1,0.22760419009456562
1061_10_1,0.4024808208137032
1084_10_1,0.6125229330772246
1098_10_1,0.4728139995271993
1126_10_1,0.39767027849970354
1140_10_1,0.3023119772017724
1153_10_1,0.23072506450525296
1168_10_1,0.3089980172924283
1189_10_1,0.40635425873621267
1206_10_1,0.2929740878177318
1229_10_1,0.31819058422114277
1244_10_1,0.2668429012070164
1257_10_1,0.29700602629484146
1283_10_1,0.2740850054445805
1295_10_1,0.3628750515281506
1318_10_1,0.2997858377056982
1333_10_1,0.5289488698805901
1347_10_1,0.42427750683899224
1374_10_1,0.35276932742023476
1395_10_1,0.19961438116141028
1421_10_1,0.2971797402625382
1438_10_1,0.24542939888506954
1455_10_1,0.3017481358252979
1467_10_1,0.3097643906393143
1491_10_1,0.36007457951591665
1503_10_1,0.510403895674081
1519_10_1,0.5699740506849682
1539_10_1,0.35120481921493496
1556_10_1,0.32559336446888076
1575_10_1,0.3799969747280436
1591_10_1,0.32904428976820477
1605_10_1,0.3427037416849765
1620_10_1,0.4435438748761965
1641_10_1,0.32951835426973347
1655_10_1,0.21233935435857762
1668_10_1,0.2283060606420994
1686_10_1,0.48864576916260893
1703_10_1,0.36043338923953705
1715_10_1,0.2605443850162511
1728_10_1,0.2806359161931301
